x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
19.60;84.10;y;0.79;0.11;180.00;79.05;0.00;86.35
19.60;84.10;p;3.26;0.53;-100.95;0.00;3.16;86.35
19.00;87.20;y;0.79;0.29;-100.95;-1.57;0.00;89.25
19.00;87.20;p;1.06;0.29;-102.53;0.00;0.92;89.25
18.80;88.10;y;0.79;0.06;-102.53;-105.15;0.00;90.08
18.80;88.10;p;7.80;1.06;152.32;0.00;6.89;90.08
12.70;84.90;y;0.79;0.38;152.32;-44.34;0.00;85.84
12.70;84.90;p;12.61;0.74;107.98;0.00;11.99;85.84
9.00;73.50;y;0.79;0.16;107.98;-97.36;0.00;74.05
9.00;73.50;p;1.73;0.40;10.62;0.00;1.63;74.05
10.60;73.20;y;0.79;0.35;10.62;72.41;0.00;73.96
10.60;73.20;p;9.22;0.01;83.03;0.00;9.07;73.96
11.70;64.20;y;0.79;0.05;83.03;25.40;0.00;65.26
11.70;64.20;p;0.43;0.00;108.43;0.00;0.32;65.26
11.60;63.90;y;0.79;0.00;108.43;-118.12;0.00;64.94
11.60;63.90;p;8.44;0.14;-9.69;0.00;8.32;64.94
19.80;65.30;y;0.79;0.19;-9.69;-4.35;0.00;68.24
19.80;65.30;p;0.53;0.00;-14.04;0.00;0.41;68.24
20.20;65.40;y;0.79;0.01;-14.04;-32.51;0.00;68.45
20.20;65.40;p;2.86;0.12;-46.55;0.00;2.62;68.45
22.00;67.30;y;0.79;0.17;-46.55;147.26;0.00;70.80
22.00;67.30;p;3.87;0.33;100.71;0.00;3.77;70.80
21.30;63.60;y;0.79;0.16;100.71;22.02;0.00;67.07
21.30;63.60;p;3.80;0.21;122.74;0.00;3.33;67.07
19.50;60.80;y;0.79;0.08;122.74;31.04;0.00;63.85
19.50;60.80;p;8.45;0.06;153.78;0.00;7.47;63.85
12.80;57.50;y;0.79;0.04;153.78;-37.21;0.00;58.91
12.80;57.50;p;0.36;0.00;116.57;0.00;0.22;58.91
12.70;57.30;y;0.79;0.00;116.57;77.91;0.00;58.69
12.70;57.30;p;3.44;0.15;-165.53;0.00;3.20;58.69
9.60;58.10;y;0.79;0.03;-165.53;-115.78;0.00;58.89
9.60;58.10;p;0.61;0.00;78.69;0.00;0.51;58.89
9.70;57.60;y;0.79;0.00;78.69;-25.56;0.00;58.41
9.70;57.60;p;3.78;0.06;53.13;0.00;3.50;58.41
11.80;54.80;y;0.79;0.07;53.13;45.18;0.00;56.06
11.80;54.80;p;14.00;0.36;98.31;0.00;13.85;56.06
9.80;41.10;y;0.79;0.16;98.31;-143.31;0.00;42.25
9.80;41.10;p;0.53;0.00;-45.00;0.00;0.42;42.25
10.10;41.40;y;0.79;0.00;-45.00;-18.43;0.00;42.61
10.10;41.40;p;11.54;0.29;-63.43;0.00;9.84;42.61
14.50;50.20;y;0.79;0.09;-63.43;126.87;0.00;52.25
14.50;50.20;p;0.62;0.00;63.43;0.00;0.45;52.25
14.70;49.80;y;0.79;0.03;63.43;5.12;0.00;51.92
14.70;49.80;p;3.24;0.06;68.55;0.00;3.01;51.92
15.80;47.00;y;0.79;0.17;68.55;43.25;0.00;49.58
15.80;47.00;p;0.66;0.15;111.80;0.00;0.54;49.58
15.60;46.50;y;0.79;0.16;111.80;31.33;0.00;49.05
15.60;46.50;p;1.20;0.10;143.13;0.00;1.00;49.05
14.80;45.90;y;0.79;0.03;143.13;-74.17;0.00;48.23
14.80;45.90;p;1.55;0.71;68.96;0.00;1.39;48.23
15.30;44.60;y;0.79;0.39;68.96;8.23;0.00;47.15
15.30;44.60;p;2.46;0.65;77.20;0.00;2.26;47.15
15.80;42.40;y;0.79;0.32;77.20;-42.50;0.00;45.25
15.80;42.40;p;1.85;0.09;34.70;0.00;1.58;45.25
17.10;41.50;y;0.79;0.03;34.70;-98.13;0.00;44.88
17.10;41.50;p;0.88;0.14;-63.43;0.00;0.67;44.88
17.40;42.10;y;0.79;0.25;-63.43;-38.66;0.00;45.55
17.40;42.10;p;1.60;0.27;-102.09;0.00;1.43;45.55
17.10;43.50;y;0.79;0.23;-102.09;70.09;0.00;46.74
17.10;43.50;p;1.15;0.06;-32.01;0.00;0.94;46.74
17.90;44.00;y;0.79;0.10;-32.01;-34.80;0.00;47.50
17.90;44.00;p;0.89;0.20;-66.80;0.00;0.76;47.50
18.20;44.70;y;0.79;0.25;-66.80;131.03;0.00;48.26
18.20;44.70;p;3.70;0.31;64.23;0.00;3.22;48.26
19.60;41.80;y;0.79;0.18;64.23;92.57;0.00;46.17
19.60;41.80;p;1.68;0.65;156.80;0.00;1.52;46.17
18.20;41.20;y;0.79;0.30;156.80;-55.19;0.00;45.04
18.20;41.20;p;7.85;0.43;101.61;0.00;7.45;45.04
16.70;33.90;y;0.79;0.16;101.61;12.97;0.00;37.79
16.70;33.90;p;11.65;0.21;114.58;0.00;10.34;37.79
12.40;24.50;y;0.79;0.08;114.58;-33.83;0.00;27.46
12.40;24.50;p;8.84;0.04;80.75;0.00;8.71;27.46
13.80;15.90;y;0.79;0.08;80.75;62.38;0.00;21.05
13.80;15.90;p;0.61;0.09;143.13;0.00;0.50;21.05
13.40;15.60;y;0.79;0.11;143.13;-82.18;0.00;20.57
13.40;15.60;p;1.25;0.65;60.95;0.00;1.03;20.57
13.90;14.70;y;0.79;0.34;60.95;-8.82;0.00;20.23
13.90;14.70;p;1.29;0.39;52.13;0.00;1.14;20.23
14.60;13.80;y;0.79;0.00;52.13;-60.37;0.00;20.09
14.60;13.80;p;7.10;0.02;-8.25;0.00;6.97;20.09
21.50;14.80;y;0.79;0.07;-8.25;-55.19;0.00;26.10
21.50;14.80;p;0.88;0.19;-63.43;0.00;0.67;26.10
21.80;15.40;y;0.79;0.25;-63.43;28.07;0.00;26.69
21.80;15.40;p;4.30;0.24;-35.36;0.00;3.80;26.69
24.90;17.60;y;0.79;0.24;-35.36;-46.87;0.00;30.49
24.90;17.60;p;2.33;0.16;-82.23;0.00;2.22;30.49
25.20;19.80;y;0.79;0.15;-82.23;-13.77;0.00;32.05
25.20;19.80;p;2.02;0.33;-96.01;0.00;1.91;32.05
25.00;21.70;y;0.79;0.26;-96.01;-83.99;0.00;33.10
25.00;21.70;p;1.23;0.66;180.00;0.00;1.00;33.10
24.00;21.70;y;0.79;0.30;180.00;67.07;0.00;32.36
24.00;21.70;p;3.04;0.72;-112.93;0.00;2.82;32.36
22.90;24.30;y;0.79;0.06;-112.93;-87.05;0.00;33.39
22.90;24.30;p;1.32;0.33;160.02;0.00;1.17;33.39
21.80;23.90;y;0.79;0.16;160.02;125.93;0.00;32.35
21.80;23.90;p;2.38;0.51;-74.05;0.00;2.18;32.35
22.40;26.00;y;0.79;0.38;-74.05;-79.38;0.00;34.32
22.40;26.00;p;2.10;0.09;-153.43;0.00;1.79;34.32
20.80;26.80;y;0.79;0.01;-153.43;100.30;0.00;33.92
20.80;26.80;p;1.21;0.18;-53.13;0.00;1.00;33.92
21.40;27.60;y;0.79;0.29;-53.13;-27.71;0.00;34.92
21.40;27.60;p;3.25;0.16;-80.84;0.00;3.14;34.92
21.90;30.70;y;0.79;0.15;-80.84;97.54;0.00;37.71
21.90;30.70;p;1.19;0.07;16.70;0.00;1.04;37.71
22.90;30.40;y;0.79;0.06;16.70;-3.31;0.00;38.06
22.90;30.40;p;2.35;0.07;13.39;0.00;2.16;38.06
25.00;29.90;y;0.79;0.06;13.39;-83.41;0.00;38.97
25.00;29.90;p;19.62;0.06;-70.02;0.00;18.73;38.97
31.40;47.50;y;0.79;0.07;-70.02;157.35;0.00;56.94
31.40;47.50;p;8.74;0.20;87.34;0.00;8.61;56.94
31.80;38.90;y;0.79;0.09;87.34;-30.66;0.00;50.24
31.80;38.90;p;19.10;0.30;56.68;0.00;17.11;50.24
41.20;24.60;y;0.79;0.18;56.68;50.42;0.00;47.99
41.20;24.60;p;4.36;0.11;107.10;0.00;4.08;47.99
40.00;20.70;y;0.79;0.02;107.10;17.69;0.00;45.04
40.00;20.70;p;8.05;0.33;124.80;0.00;7.18;45.04
35.90;14.80;y;0.79;0.16;124.80;58.78;0.00;38.83
35.90;14.80;p;6.54;0.62;-176.42;0.00;6.41;38.83
29.50;15.20;y;0.79;0.40;-176.42;-67.01;0.00;33.19
29.50;15.20;p;0.88;0.07;116.57;0.00;0.67;33.19
29.20;14.60;y;0.79;0.00;116.57;7.13;0.00;32.65
29.20;14.60;p;8.50;0.33;123.69;0.00;7.57;32.65
25.00;8.30;y;0.79;0.16;123.69;-13.13;0.00;26.34
25.00;8.30;p;3.70;0.21;110.56;0.00;3.42;26.34
23.80;5.10;y;0.79;0.08;110.56;73.68;0.00;24.34
23.80;5.10;p;2.82;0.20;-175.76;0.00;2.71;24.34
21.10;5.30;y;0.79;0.09;-175.76;18.48;0.00;21.76
21.10;5.30;p;9.78;0.19;-157.29;0.00;9.32;21.76
12.50;8.90;y;0.79;0.10;-157.29;-10.77;0.00;15.34
12.50;8.90;p;5.63;0.48;-168.06;0.00;5.32;15.34
7.30;10.00;y;0.79;0.32;-168.06;-104.38;0.00;12.38
7.30;10.00;p;4.82;0.20;87.56;0.00;4.70;12.38
7.50;5.30;y;0.79;0.09;87.56;-77.26;0.00;9.18
7.50;5.30;p;1.22;0.25;10.30;0.00;1.12;9.18
8.60;5.10;y;0.79;0.24;10.30;79.70;0.00;10.00
8.60;5.10;p;3.85;0.18;90.00;0.00;3.40;10.00
8.60;1.70;y;0.79;0.11;90.00;81.07;0.00;8.77
8.60;1.70;p;7.21;0.17;171.07;0.00;7.09;8.77
1.60;0.60;y;0.79;0.06;171.07;96.28;0.00;1.71
1.60;0.60;p;17.48;0.15;-92.65;0.00;17.32;1.71
0.80;17.90;y;0.79;0.14;-92.65;-8.66;0.00;17.92
0.80;17.90;p;0.61;0.01;-101.31;0.00;0.51;17.92
0.70;18.40;y;0.79;0.00;-101.31;40.96;0.00;18.41
0.70;18.40;p;8.45;0.23;-60.35;0.00;7.48;18.41
4.40;24.90;y;0.79;0.26;-60.35;-114.21;0.00;25.29
4.40;24.90;p;2.22;0.72;-174.56;0.00;2.11;25.29
2.30;25.10;y;0.79;0.40;-174.56;62.76;0.00;25.21
2.30;25.10;p;5.14;0.25;-111.80;0.00;4.85;25.21
0.50;29.60;y;0.72;0.04;-111.80;48.37;0.00;29.60
0.50;29.60;p;0.88;0.19;-63.43;0.00;0.67;29.60
0.80;30.20;y;0.79;0.25;-63.43;83.99;0.00;30.21
0.80;30.20;p;0.99;0.06;20.56;0.00;0.85;30.21
1.60;29.90;y;0.79;0.01;20.56;-110.56;0.00;29.94
1.60;29.90;p;0.22;0.00;-90.00;0.00;0.20;29.94
1.60;30.10;y;0.79;0.00;-90.00;13.04;0.00;30.14
1.60;30.10;p;19.03;0.52;-76.96;0.00;18.17;30.14
5.70;47.80;y;0.79;0.28;-76.96;-44.01;0.00;48.14
5.70;47.80;p;4.00;0.22;-120.96;0.00;3.50;48.14
3.90;50.80;y;0.79;0.02;-120.96;-88.78;0.00;50.95
3.90;50.80;p;1.00;0.22;150.26;0.00;0.81;50.95
3.20;50.40;y;0.79;0.02;150.26;119.74;0.00;50.50
3.20;50.40;p;0.67;0.00;-90.00;0.00;0.50;50.50
3.20;50.90;y;0.79;0.02;-90.00;-26.57;0.00;51.00
3.20;50.90;p;1.14;0.07;-116.57;0.00;0.89;51.00
2.80;51.70;y;0.79;0.06;-116.57;30.86;0.00;51.78
2.80;51.70;p;17.53;0.52;-85.70;0.00;17.35;51.78
4.10;69.00;y;0.79;0.39;-85.70;39.20;0.00;69.12
4.10;69.00;p;5.79;0.70;-46.51;0.00;5.38;69.12
7.80;72.90;y;0.79;0.36;-46.51;-37.42;0.00;73.32
7.80;72.90;p;4.85;0.67;-83.93;0.00;4.73;73.32
8.30;77.60;y;0.79;0.30;-83.93;-18.60;0.00;78.04
8.30;77.60;p;12.58;0.28;-102.53;0.00;11.99;78.04
5.70;89.30;y;0.79;0.06;-102.53;-30.35;0.00;89.48
5.70;89.30;p;8.24;0.17;-132.88;0.00;7.64;89.48
0.50;94.90;y;0.72;0.12;-132.88;134.47;0.00;94.90
0.50;94.90;p;7.32;0.15;1.59;0.00;7.20;94.90
7.70;94.70;y;0.79;0.14;1.59;43.41;0.00;95.01
7.70;94.70;p;0.83;0.03;45.00;0.00;0.71;95.01
8.20;94.20;y;0.79;0.04;45.00;-61.70;0.00;94.56
8.20;94.20;p;1.19;0.22;-16.70;0.00;1.04;94.56
9.20;94.50;y;0.79;0.02;-16.70;112.41;0.00;94.95
9.20;94.50;p;1.11;0.48;95.71;0.00;1.00;94.95
9.10;93.50;y;0.79;0.32;95.71;-14.92;0.00;93.94
9.10;93.50;p;3.86;0.83;80.79;0.00;3.75;93.94
9.70;89.80;y;0.79;0.36;80.79;-76.89;0.00;90.32
9.70;89.80;p;4.53;0.15;3.90;0.00;4.41;90.32
14.10;89.50;y;0.79;0.02;3.90;-84.44;0.00;90.60
14.10;89.50;p;0.71;0.11;-80.54;0.00;0.61;90.60
14.20;90.10;y;0.79;0.08;-80.54;125.54;0.00;91.21
14.20;90.10;p;0.83;0.09;45.00;0.00;0.71;91.21
14.70;89.60;y;0.79;0.12;45.00;-120.07;0.00;90.80
14.70;89.60;p;1.72;0.63;-75.07;0.00;1.55;90.80
15.10;91.10;y;0.79;0.32;-75.07;14.50;0.00;92.34
15.10;91.10;p;5.10;0.39;-60.57;0.00;4.48;92.34
17.30;95.00;y;0.79;0.05;-60.57;49.26;0.00;96.56
17.30;95.00;p;0.61;0.02;-11.31;0.00;0.51;96.56
17.80;95.10;y;0.79;0.07;-11.31;76.97;0.00;96.75
17.80;95.10;p;5.26;0.62;65.66;0.00;4.61;96.75
19.70;90.90;y;0.79;0.28;65.66;-92.88;0.00;93.01
19.70;90.90;p;4.50;0.23;-27.22;0.00;3.94;93.01
23.20;92.70;y;0.79;0.07;-27.22;65.30;0.00;95.56
23.20;92.70;p;5.07;0.56;38.09;0.00;4.70;95.56
26.90;89.80;y;0.79;0.37;38.09;16.23;0.00;93.74
26.90;89.80;p;5.40;0.31;54.32;0.00;4.80;93.74
29.70;85.90;y;0.79;0.11;54.32;-26.50;0.00;90.89
29.70;85.90;p;4.65;0.26;27.82;0.00;4.07;90.89
33.30;84.00;y;0.79;0.22;27.82;-9.39;0.00;90.36
33.30;84.00;p;1.09;0.16;18.43;0.00;0.95;90.36
34.20;83.70;y;0.79;0.14;18.43;87.51;0.00;90.42
34.20;83.70;p;0.86;0.01;105.95;0.00;0.73;90.42
34.00;83.00;y;0.79;0.00;105.95;-11.24;0.00;89.69
34.00;83.00;p;8.67;0.11;94.71;0.00;8.53;89.69
33.30;74.50;y;0.79;0.02;94.71;76.76;0.00;81.60
33.30;74.50;p;2.13;0.47;171.47;0.00;2.02;81.60
31.30;74.20;y;0.79;0.00;171.47;-134.60;0.00;80.53
31.30;74.20;p;0.59;0.00;36.87;0.00;0.50;80.53
31.70;73.90;y;0.79;0.11;36.87;34.70;0.00;80.41
31.70;73.90;p;0.76;0.12;71.57;0.00;0.63;80.41
31.90;73.30;y;0.79;0.03;71.57;-71.57;0.00;79.94
31.90;73.30;p;0.22;0.00;-0.00;0.00;0.10;79.94
32.00;73.30;y;0.79;0.00;-0.00;-26.57;0.00;79.98
32.00;73.30;p;0.85;0.18;-26.57;0.00;0.67;79.98
32.60;73.60;y;0.79;0.23;-26.57;50.53;0.00;80.50
32.60;73.60;p;1.20;0.64;23.96;0.00;0.98;80.50
33.50;73.20;y;0.79;0.37;23.96;68.76;0.00;80.50
33.50;73.20;p;2.21;0.77;92.73;0.00;2.10;80.50
33.40;71.10;y;0.79;0.40;92.73;19.08;0.00;78.55
33.40;71.10;p;0.66;0.03;111.80;0.00;0.54;78.55
33.20;70.60;y;0.79;0.00;111.80;-52.06;0.00;78.02
33.20;70.60;p;3.22;0.46;59.74;0.00;2.78;78.02
34.60;68.20;y;0.79;0.26;59.74;-129.76;0.00;76.47
34.60;68.20;p;1.32;0.29;-70.02;0.00;1.17;76.47
35.00;69.30;y;0.79;0.24;-70.02;-19.98;0.00;77.64
35.00;69.30;p;0.44;0.01;-90.00;0.00;0.30;77.64
35.00;69.60;y;0.79;0.04;-90.00;20.56;0.00;77.90
35.00;69.60;p;1.90;0.14;-69.44;0.00;1.71;77.90
35.60;71.20;y;0.79;0.17;-69.44;24.44;0.00;79.60
35.60;71.20;p;0.68;0.00;-45.00;0.00;0.57;79.60
36.00;71.60;y;0.79;0.03;-45.00;124.99;0.00;80.14
36.00;71.60;p;1.83;0.10;79.99;0.00;1.73;80.14
36.30;69.90;y;0.79;0.03;79.99;-87.12;0.00;78.76
36.30;69.90;p;1.72;0.95;-7.13;0.00;1.61;78.76
37.90;70.10;y;0.79;0.30;-7.13;-101.31;0.00;79.69
37.90;70.10;p;2.08;0.59;-108.43;0.00;1.90;79.69
37.30;71.90;y;0.79;0.00;-108.43;108.43;0.00;81.00
37.30;71.90;p;0.77;0.00;-0.00;0.00;0.60;81.00
37.90;71.90;y;0.79;0.02;-0.00;14.04;0.00;81.28
37.90;71.90;p;0.53;0.02;14.04;0.00;0.41;81.28
38.30;71.80;y;0.79;0.05;14.04;-45.00;0.00;81.38
38.30;71.80;p;0.75;0.03;-30.96;0.00;0.58;81.38
38.80;72.10;y;0.79;0.07;-30.96;-4.57;0.00;81.88
38.80;72.10;p;1.05;0.06;-35.54;0.00;0.86;81.88
39.50;72.60;y;0.79;0.07;-35.54;91.85;0.00;82.65
39.50;72.60;p;1.70;0.18;56.31;0.00;1.44;82.65
40.30;71.40;y;0.79;0.17;56.31;-45.00;0.00;81.99
40.30;71.40;p;0.61;0.20;11.31;0.00;0.51;81.99
40.80;71.30;y;0.79;0.39;11.31;-89.22;0.00;82.15
40.80;71.30;p;1.59;0.12;-77.91;0.00;1.43;82.15
41.10;72.70;y;0.79;0.03;-77.91;41.88;0.00;83.51
41.10;72.70;p;1.60;0.13;-36.03;0.00;1.36;83.51
42.20;73.50;y;0.79;0.16;-36.03;-60.68;0.00;84.75
42.20;73.50;p;1.82;0.07;-96.71;0.00;1.71;84.75
42.00;75.20;y;0.79;0.02;-96.71;-19.86;0.00;86.13
42.00;75.20;p;1.14;0.44;-116.57;0.00;0.89;86.13
41.60;76.00;y;0.79;0.35;-116.57;-133.78;0.00;86.64
41.60;76.00;p;1.65;0.46;109.65;0.00;1.49;86.64
41.10;74.60;y;0.79;0.30;109.65;36.66;0.00;85.17
41.10;74.60;p;0.90;0.04;146.31;0.00;0.72;85.17
40.50;74.20;y;0.79;0.00;146.31;23.68;0.00;84.53
40.50;74.20;p;1.83;0.11;169.99;0.00;1.73;84.53
38.80;73.90;y;0.79;0.02;169.99;-58.19;0.00;83.47
38.80;73.90;p;1.22;0.21;111.80;0.00;1.08;83.47
38.40;72.90;y;0.79;0.08;111.80;96.10;0.00;82.40
38.40;72.90;p;2.25;1.01;-152.10;0.00;1.92;82.40
36.70;73.80;y;0.79;0.37;-152.10;128.90;0.00;82.42
36.70;73.80;p;1.68;0.33;-23.20;0.00;1.52;82.42
38.10;74.40;y;0.79;0.03;-23.20;-31.81;0.00;83.59
38.10;74.40;p;1.45;0.23;-55.01;0.00;1.22;83.59
